Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Papua New Guinea,1979,739,810,10,37,13,0,810,10,1,776,0,0,36,13,0,0,0,823,823,PNG
Paraguay,1979,31,22,0,55,22,42,22,0,0,31,0,0,0,22,0,0,0,86,86,PRY
Peru,1979,1265,1052,0,207,250,170,1052,0,0,1265,0,0,0,200,50,0,0,1472,1472,PER
Philippines,1979,51,319,0,150,405,230,326,0,278,811,0,0,482,41,364,7,0,961,961,PHL
Russia,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rwanda,1979,501,561,0,72,2,10,561,0,0,501,0,0,0,2,0,0,0,573,573,RWA
Saudi Arabia,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAU
Senegal,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB
Sierra Leone,1979,0,186,0,91,5,72,186,0,0,172,0,0,172,5,0,0,0,263,263,SLE
Singapore,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGP
South Africa,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZAF
Sri Lanka,1979,9,15,0,10,12,30,15,0,0,47,0,0,38,12,0,0,0,57,57,LKA
Switzerland,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHE
Taiwan,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWN
Tanzania,1979,475,687,0,109,17,161,692,0,0,761,0,0,286,15,2,5,0,870,870,TZA
Thailand,1979,3,38,0,7,110,14,38,3,0,152,0,3,149,110,0,0,0,162,162,THA
Togo,1979,0,150,0,61,1,92,150,0,0,182,0,0,182,1,0,0,0,243,243,TGO
Trinidad and Tobago,1979,1,16,0,6,16,7,24,4,0,37,0,0,36,16,0,8,4,47,47,TTO
Turkey,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uganda,1979,175,2220,0,1937,41,1718,2220,0,0,2042,0,0,1867,41,0,0,0,3979,3979,UGA
Ukraine,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR
United Kingdom,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,1979,211,0,145,9,329,35,1,145,0,211,1,0,0,265,64,0,0,365,365,USA
Uruguay,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,1979,1031,43,0,187,967,208,43,0,0,1031,0,0,0,967,0,0,0,1218,1218,VEN
Vietnam,1979,0,105,0,0,35,0,105,0,0,140,0,0,140,35,0,0,0,140,140,VNM
Yemen,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YEM
Yemen (Sanaa),1979,53,42,0,0,10,0,43,0,0,53,1,0,0,10,0,0,0,53,53,
Zambia,1979,1,0,0,0,6,0,0,5,0,1,0,5,0,6,0,0,0,6,6,ZMB
Zimbabwe,1979,68,65,0,18,9,12,65,0,0,68,0,0,0,9,0,0,0,86,86,ZWE
