Country,Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply,id
Paraguay,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRY
Peru,2009,3300,3150,0,84,160,74,3150,0,0,3300,0,0,0,10,150,0,0,3384,3384,PER
Philippines,2009,20,0,450,124,2249,470,0,2350,0,245,0,0,225,125,2124,0,1900,2719,2719,PHL
Russia,2009,0,0,1430,0,3945,0,0,3945,0,0,0,140,0,1570,2375,0,2375,3945,3945,
Rwanda,2009,240,240,0,0,0,0,240,0,0,240,0,0,0,0,0,0,0,240,240,RWA
Saudi Arabia,2009,0,0,590,0,600,0,0,600,0,0,0,10,0,600,0,0,0,600,600,SAU
Senegal,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN
Serbia,2009,0,0,525,0,595,0,0,595,0,0,0,0,0,525,70,0,70,595,595,SRB
Sierra Leone,2009,0,70,0,0,20,0,70,0,0,90,0,0,90,20,0,0,0,90,90,SLE
Singapore,2009,0,0,75,0,75,0,0,75,0,0,0,0,0,75,0,0,0,75,75,SGP
South Africa,2009,0,0,390,0,525,0,0,525,0,0,0,0,0,390,135,0,135,525,525,ZAF
Sri Lanka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LKA
Switzerland,2009,0,0,1940,0,1500,0,440,1940,0,0,440,0,0,1500,0,0,0,1940,1940,CHE
Taiwan,2009,0,0,250,0,285,0,0,285,0,0,0,35,0,285,0,0,0,285,285,TWN
Tanzania,2009,400,800,0,280,35,40,805,0,0,600,0,0,200,35,0,5,0,880,880,TZA
Thailand,2009,0,0,1100,37,527,0,1510,1100,0,900,0,0,900,200,327,1510,0,2037,2037,THA
Togo,2009,0,436,0,0,0,0,436,0,0,436,0,0,436,0,0,0,0,436,436,TGO
Trinidad and Tobago,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TTO
Turkey,2009,0,0,275,0,295,0,0,295,0,0,0,20,0,295,0,0,0,295,295,
Uganda,2009,818,2670,0,641,140,701,2670,0,0,2870,0,0,2052,140,0,0,0,3511,3511,UGA
Ukraine,2009,0,0,100,0,1785,0,0,1785,0,0,0,275,0,375,1410,0,1410,1785,1785,UKR
United Kingdom,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR
United States,2009,53,0,20240,5333,21391,4250,615,20870,0,53,615,0,0,20761,630,0,630,26256,26256,USA
Uruguay,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URY
Venezuela,2009,725,120,310,349,875,390,125,316,0,725,5,5,0,865,10,0,1,1390,1390,VEN
Vietnam,2009,450,18425,50,2307,1200,1012,18670,75,0,18500,50,0,18050,1080,120,195,25,20882,20882,VNM
Yemen,2009,150,30,0,0,120,0,30,0,0,150,0,0,0,120,0,0,0,150,150,YEM
Yemen (Sanaa),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zambia,2009,27,27,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,27,27,ZMB
Zimbabwe,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZWE
